userID,prod_ID,rating,imgurl,prod_name
AGVWTYW0ULXHT,B00004ZCJE,4.0,http://ecx.images-amazon.com/images/I/41Wf76ZGXHL._SY300_.jpg,Tiffen 46mm UV Protection Filter
A2XRMQA6PJ5ZJ8,B00004ZCJE,3.0,http://ecx.images-amazon.com/images/I/41Wf76ZGXHL._SY300_.jpg,Tiffen 46mm UV Protection Filter
A2NOW4U7W3F7RI,B00004ZCJE,5.0,http://ecx.images-amazon.com/images/I/41Wf76ZGXHL._SY300_.jpg,Tiffen 46mm UV Protection Filter
A1EXGL6L0QQ0M5,B00004ZCJE,3.0,http://ecx.images-amazon.com/images/I/41Wf76ZGXHL._SY300_.jpg,Tiffen 46mm UV Protection Filter
A3OXHLG6DIBRW8,B0000510ZO,4.0,http://ecx.images-amazon.com/images/I/41aj%2BBzUa2L._SY300_.jpg,"C2G / Cables to Go 03130 18 AWG Universal Power Cord for NEMA 5-15P to IEC320C13, Black (6 Feet/1.82 Meters)"
AEJAGHLC675A7,B000051299,5.0,http://ecx.images-amazon.com/images/I/411K8B5CK6L._SX300_.jpg,"Antec Cyclone Blower, Expansion Slot Cooling Fan"
A22CW0ZHY3NJH8,B000051299,5.0,http://ecx.images-amazon.com/images/I/411K8B5CK6L._SX300_.jpg,"Antec Cyclone Blower, Expansion Slot Cooling Fan"
A4WEZJOIZIV4U,B000053HH5,5.0,http://ecx.images-amazon.com/images/I/41SQR5swzIL._SY300_.jpg,Canon EF 70-200mm f/4L USM Telephoto Zoom Lens for Canon SLR Cameras
A25C2M3QF9G7OQ,B000053HH5,5.0,http://ecx.images-amazon.com/images/I/41SQR5swzIL._SY300_.jpg,Canon EF 70-200mm f/4L USM Telephoto Zoom Lens for Canon SLR Cameras
A2NYK9KWFMJV4Y,B000056SSM,5.0,http://ecx.images-amazon.com/images/I/11nnhq2jKPL.jpg,Cisco-Linksys WPC11 Wireless-B Notebook Adapter
A231WM2Z2JL0U3,B000056SSM,3.0,http://ecx.images-amazon.com/images/I/11nnhq2jKPL.jpg,Cisco-Linksys WPC11 Wireless-B Notebook Adapter
A25C2M3QF9G7OQ,B00005A1K1,4.0,http://ecx.images-amazon.com/images/I/51iKA52EJeL._SY300_.jpg,Green Leaf WW-1 Wonder Winder Hand Crank Extension Cord Winder
A3CW0ZLUO5X2B1,B00005ARK3,3.0,http://ecx.images-amazon.com/images/I/41WN42NEYKL._SX300_.jpg,Cisco-Linksys BEFW11S4 Wireless-B Cable/DSL Router
A231WM2Z2JL0U3,B00005ARK3,4.0,http://ecx.images-amazon.com/images/I/41WN42NEYKL._SX300_.jpg,Cisco-Linksys BEFW11S4 Wireless-B Cable/DSL Router
A11KZ906QD08C5,B00005ATMB,3.0,http://ecx.images-amazon.com/images/I/51VEtyN1BrL._SY300_.jpg,Case Logic CDW-32 32 Capacity Classic CD Wallet (Black)
A3CW0ZLUO5X2B1,B00005AW1H,3.0,http://ecx.images-amazon.com/images/I/417T83WREYL._SY300_.jpg,Linksys WUSB11 Wireless-B USB Network Adapter v4
A231WM2Z2JL0U3,B00005AW1H,4.0,http://ecx.images-amazon.com/images/I/417T83WREYL._SY300_.jpg,Linksys WUSB11 Wireless-B USB Network Adapter v4
AWPODHOB4GFWL,B00005BC0K,3.0,http://ecx.images-amazon.com/images/I/41xmlML3RBL._SX300_.jpg,Cyber Acoustics CA-3000 Three Piece Subwoofer and Satellite Speaker System (Black)
A4WEZJOIZIV4U,B00005K47X,5.0,http://ecx.images-amazon.com/images/I/31178A11L0L._SX300_.jpg,Canon EF 50mm f/1.8 II Standard AutoFocus Lens - Gray Market
A5JLAU2ARJ0BO,B00005LEN4,5.0,http://ecx.images-amazon.com/images/I/51CnjgPJ%2BjL._SY300_.jpg,Nikon 50mm f/1.8D AF Nikkor Lens for Nikon Digital SLR Cameras
A250AXLRBVYKB4,B00005LEN4,5.0,http://ecx.images-amazon.com/images/I/51CnjgPJ%2BjL._SY300_.jpg,Nikon 50mm f/1.8D AF Nikkor Lens for Nikon Digital SLR Cameras
A3OXHLG6DIBRW8,B00005ML7Q,4.0,http://ecx.images-amazon.com/images/I/41btB5R1sAL._SY300_.jpg,Koss CS100 Speech Recognition Computer Headset
A23GFTVIETX7DS,B00005T39Y,3.0,http://ecx.images-amazon.com/images/I/41AY-IteIhL._SY300_.jpg,Walkman Car Connecting Pack for MD Walkman and CD Walkman (Model# CPA-9C)
A25C2M3QF9G7OQ,B00005T3C8,5.0,http://ecx.images-amazon.com/images/I/51Z7809BGFL._SX300_.jpg,"Polk Audio RC65i 2-Way In-Wall Speakers (Pair, White)"
A2NOW4U7W3F7RI,B00005T3G0,5.0,http://ecx.images-amazon.com/images/I/210HBRD91KL.jpg,RCA AH18100N 100 feet 18-Gauge Speaker Wire
A231WM2Z2JL0U3,B00005T6GZ,5.0,http://ecx.images-amazon.com/images/I/41W61T0K22L._SX300_.jpg,Cisco-Linksys BEFCMU10 Ethernet Cable Modem
A5JLAU2ARJ0BO,B00005Y3OM,4.0,http://ecx.images-amazon.com/images/I/41Z9v7gnrYL._SY300_.jpg,Nikon 70-300mm f/4-5.6G AF Nikkor SLR Camera Lens
A3CW0ZLUO5X2B1,B000062VUO,5.0,http://ecx.images-amazon.com/images/I/41kgImde1TL._SX300_.jpg,Klipsch ProMedia 2.1 THX Certified Computer Speaker System (Black)
AWPODHOB4GFWL,B000062VUO,5.0,http://ecx.images-amazon.com/images/I/41kgImde1TL._SX300_.jpg,Klipsch ProMedia 2.1 THX Certified Computer Speaker System (Black)
A1F9Z42CFF9IAY,B000062VUO,4.0,http://ecx.images-amazon.com/images/I/41kgImde1TL._SX300_.jpg,Klipsch ProMedia 2.1 THX Certified Computer Speaker System (Black)
A231WM2Z2JL0U3,B000063574,5.0,http://ecx.images-amazon.com/images/I/41JRYCGQHNL._SX300_.jpg,iriver SlimX iMP-350 CD/MP3 Player with Ultraslim Design
A5JLAU2ARJ0BO,B0000642RX,3.0,http://ecx.images-amazon.com/images/I/41TOc8nO2TL._SX300_.jpg,Microsoft Natural Keyboard Elite
ARBKYIVNYWK3C,B0000642RX,4.0,http://ecx.images-amazon.com/images/I/41TOc8nO2TL._SX300_.jpg,Microsoft Natural Keyboard Elite
A23GFTVIETX7DS,B000065BP9,5.0,http://ecx.images-amazon.com/images/I/31Ai3O2jEUL.jpg,Sennheiser  HD 202 Dynamic Headphones (Old Version)
A6FIAB28IS79,B000065BP9,5.0,http://ecx.images-amazon.com/images/I/31Ai3O2jEUL.jpg,Sennheiser  HD 202 Dynamic Headphones (Old Version)
A6FIAB28IS79,B000066R6M,4.0,http://ecx.images-amazon.com/images/I/51PvncYZx2L._SX300_.jpg,Sangean DT-210 FM-Stereo/AM PLL Synthesized Pocket Receiver
A1CMD08Z49PGKQ,B000067RT6,5.0,http://ecx.images-amazon.com/images/I/41Du7mGVr0L._SY300_.jpg,"C2G / Cables to Go 27142 Cat6 Snagless Unshielded (UTP) Network Patch Cable, Blue (7 Feet/2.13 Meters)"
ARBKYIVNYWK3C,B000067RT6,5.0,http://ecx.images-amazon.com/images/I/41Du7mGVr0L._SY300_.jpg,"C2G / Cables to Go 27142 Cat6 Snagless Unshielded (UTP) Network Patch Cable, Blue (7 Feet/2.13 Meters)"
A31N0XY2UTB25C,B000067RT6,5.0,http://ecx.images-amazon.com/images/I/41Du7mGVr0L._SY300_.jpg,"C2G / Cables to Go 27142 Cat6 Snagless Unshielded (UTP) Network Patch Cable, Blue (7 Feet/2.13 Meters)"
ADLVFFE4VBT8,B000067RVL,5.0,http://ecx.images-amazon.com/images/I/41wkvEfyjIL._SX300_.jpg,"C2G / Cables to Go 27005 USB 2.0 A to Mini-B Cable, Black (2 Meter/6.56 Feet)"
A3OXHLG6DIBRW8,B000067S60,4.0,http://ecx.images-amazon.com/images/I/51vLNhHJ78L._SY300_.jpg,Verbatim Slim CD and DVD Storage Cases - 50 Pack - 5 Assorted Colors 94178
A31N0XY2UTB25C,B000067SOH,5.0,http://ecx.images-amazon.com/images/I/41daTmtKEEL._SY300_.jpg,"StarTech DVI to VGA Cable Adapter, M/F (DVIVGAMF)"
A203OCQQ12MAVT,B000068O16,5.0,http://ecx.images-amazon.com/images/I/411aAwd3KtL._SX300_.jpg,Hosa Cable CPR201 Dual 1/4 Inch To RCA Cable - 3.25 Foot
A3A4ZAIBQWKOZS,B000068O16,5.0,http://ecx.images-amazon.com/images/I/411aAwd3KtL._SX300_.jpg,Hosa Cable CPR201 Dual 1/4 Inch To RCA Cable - 3.25 Foot
A203OCQQ12MAVT,B000068O3C,5.0,http://ecx.images-amazon.com/images/I/31bhfRowR1L._SX300_.jpg,Hosa CMP153 Y Cable 1/8 Inch TRS to Dual 1/4 Inch TS Cable - 3 Foot
A3EXWV8FNSSFL6,B00006B7DA,5.0,http://ecx.images-amazon.com/images/I/41Dgee02bUL._SY300_.jpg,D-Link Hi-Speed USB 2.0 4-Port Powered Hub (DUB-H4)
A680RUE1FDO8B,B00006B7DA,5.0,http://ecx.images-amazon.com/images/I/41Dgee02bUL._SY300_.jpg,D-Link Hi-Speed USB 2.0 4-Port Powered Hub (DUB-H4)
A1F9Z42CFF9IAY,B00006B7DA,5.0,http://ecx.images-amazon.com/images/I/41Dgee02bUL._SY300_.jpg,D-Link Hi-Speed USB 2.0 4-Port Powered Hub (DUB-H4)
A1CMD08Z49PGKQ,B00006BBAC,5.0,http://ecx.images-amazon.com/images/I/31TtzP95IsL._SY300_.jpg,Belkin SurgeMaster 6 Outlet Wall-Mount Surge Protector
A203OCQQ12MAVT,B00006FXR9,3.0,http://ecx.images-amazon.com/images/I/41ESCWCE3HL._SX300_.jpg,Zenith ZHDTV1 HDTV-UHF Digital Indoor Antenna (Silver and Black) (Discontinued by Manufacturer)
AWPODHOB4GFWL,B00006HSML,5.0,http://ecx.images-amazon.com/images/I/31gO1iY7QPL._SY300_.jpg,"C2G / Cables to Go 26686 USB 2.0 Cable for iPod/iPhone/iPad A Male to A Female Extension Cable, White (3 Meters/9.84 Feet)"
ARBKYIVNYWK3C,B00006HSML,5.0,http://ecx.images-amazon.com/images/I/31gO1iY7QPL._SY300_.jpg,"C2G / Cables to Go 26686 USB 2.0 Cable for iPod/iPhone/iPad A Male to A Female Extension Cable, White (3 Meters/9.84 Feet)"
A5JLAU2ARJ0BO,B00006HYKM,1.0,http://ecx.images-amazon.com/images/I/313NP4R703L._SX300_.jpg,Netgear MR814 802.11b Wireless 4-Port Cable/DSL Router
A231WM2Z2JL0U3,B00006HYKM,5.0,http://ecx.images-amazon.com/images/I/313NP4R703L._SX300_.jpg,Netgear MR814 802.11b Wireless 4-Port Cable/DSL Router
A3LGT6UZL99IW1,B00006HYKM,3.0,http://ecx.images-amazon.com/images/I/313NP4R703L._SX300_.jpg,Netgear MR814 802.11b Wireless 4-Port Cable/DSL Router
A250AXLRBVYKB4,B00006HYP6,5.0,http://ecx.images-amazon.com/images/I/21A1553hrML._SX300_.jpg,Macally USB Slim Keyboard - ICEKEY
A3AYSYSLHU26U9,B00006HYPV,4.0,http://ecx.images-amazon.com/images/I/41rPFa3gbRL._SY300_.jpg,Targus PA244U LapDesk for Macintosh
A5JLAU2ARJ0BO,B00006HYPV,1.0,http://ecx.images-amazon.com/images/I/41rPFa3gbRL._SY300_.jpg,Targus PA244U LapDesk for Macintosh
A17BUUBOU0598B,B00006HYPV,2.0,http://ecx.images-amazon.com/images/I/41rPFa3gbRL._SY300_.jpg,Targus PA244U LapDesk for Macintosh
A231WM2Z2JL0U3,B00006HZ0L,5.0,http://ecx.images-amazon.com/images/I/41D7SE68TQL._SY300_.jpg,Logitech MX700 Cordless Optical Mouse (930754-0403)
A11KZ906QD08C5,B00006I53S,5.0,http://ecx.images-amazon.com/images/I/417ouaeVSFL._SY300_.jpg,Canon EF 28-135mm f/3.5-5.6 IS USM Standard Zoom Lens for Canon SLR Cameras
A25C2M3QF9G7OQ,B00006I53S,5.0,http://ecx.images-amazon.com/images/I/417ouaeVSFL._SY300_.jpg,Canon EF 28-135mm f/3.5-5.6 IS USM Standard Zoom Lens for Canon SLR Cameras
A3OA4DV4L81N1D,B00006I53S,4.0,http://ecx.images-amazon.com/images/I/417ouaeVSFL._SY300_.jpg,Canon EF 28-135mm f/3.5-5.6 IS USM Standard Zoom Lens for Canon SLR Cameras
A3EXWV8FNSSFL6,B00006I53X,4.0,http://ecx.images-amazon.com/images/I/41q80V6ETWL._SY300_.jpg,Canon EF 70-200mm f/2.8L IS USM Telephoto Zoom Lens for Canon SLR Cameras
A3LGT6UZL99IW1,B00006I53X,5.0,http://ecx.images-amazon.com/images/I/41q80V6ETWL._SY300_.jpg,Canon EF 70-200mm f/2.8L IS USM Telephoto Zoom Lens for Canon SLR Cameras
A6FIAB28IS79,B00006I5WJ,5.0,http://ecx.images-amazon.com/images/I/41xUTeXeTiL._SX300_.jpg,"Tivoli Audio Model One AM/FM Table Radio, Hunter/Maple (Discontinued by Manufacturer)"
A2UOHALGF2X77Q,B00006IS4X,5.0,http://ecx.images-amazon.com/images/I/5194AAQRV9L._SX300_.jpg,"Sony ICF-SW7600GR AM/FM Shortwave World Band Receiver with Single Side Band Reception, plus External Plug-in Antenna"
A6FIAB28IS79,B00006IW1X,5.0,http://ecx.images-amazon.com/images/I/31p-CG2FYoL._SY300_.jpg,Memorex 700MB/80-Minute 52x CD-R Media 100-Pack Spindle
A5JLAU2ARJ0BO,B00006JN3G,5.0,http://ecx.images-amazon.com/images/I/31PD39F1AHL._SX300_.jpg,Nikon 7072 Lens Pen Cleaning System
AEJAGHLC675A7,B00006JN3G,5.0,http://ecx.images-amazon.com/images/I/31PD39F1AHL._SX300_.jpg,Nikon 7072 Lens Pen Cleaning System
A3LGT6UZL99IW1,B00006JN3G,5.0,http://ecx.images-amazon.com/images/I/31PD39F1AHL._SX300_.jpg,Nikon 7072 Lens Pen Cleaning System
A2NOW4U7W3F7RI,B00006RVPW,5.0,http://ecx.images-amazon.com/images/I/41HbEtLGVRL._SX300_.jpg,NETGEAR GS108NA ProSafe 8-Port Gigabit Ethernet Desktop Switch
A31N0XY2UTB25C,B00006RVPW,5.0,http://ecx.images-amazon.com/images/I/41HbEtLGVRL._SX300_.jpg,NETGEAR GS108NA ProSafe 8-Port Gigabit Ethernet Desktop Switch
A17BUUBOU0598B,B000075UZ7,4.0,http://ecx.images-amazon.com/images/I/31q8ysdL2OL._SY300_.jpg,Memorex 700MB/80-Minute 52x Data CD-R Media 50-Pack Spindle
AWPODHOB4GFWL,B000075UZ7,5.0,http://ecx.images-amazon.com/images/I/31q8ysdL2OL._SY300_.jpg,Memorex 700MB/80-Minute 52x Data CD-R Media 50-Pack Spindle
A6FIAB28IS79,B000075UZ7,5.0,http://ecx.images-amazon.com/images/I/31q8ysdL2OL._SY300_.jpg,Memorex 700MB/80-Minute 52x Data CD-R Media 50-Pack Spindle
A4WEZJOIZIV4U,B00007E7JU,5.0,http://ecx.images-amazon.com/images/I/31%2BNMeXVoQL._SX300_.jpg,Canon EF 50mm f/1.8 II Camera Lens
A3A4ZAIBQWKOZS,B00007E7JU,5.0,http://ecx.images-amazon.com/images/I/31%2BNMeXVoQL._SX300_.jpg,Canon EF 50mm f/1.8 II Camera Lens
A680RUE1FDO8B,B00007EDM8,5.0,http://ecx.images-amazon.com/images/I/41xrWNYXXyL._SY300_.jpg,Sony MDR-J10 H.Ear Headphones with Non-Slip Design (Blue)
A6FIAB28IS79,B00007EDM8,2.0,http://ecx.images-amazon.com/images/I/41xrWNYXXyL._SY300_.jpg,Sony MDR-J10 H.Ear Headphones with Non-Slip Design (Blue)
A5JLAU2ARJ0BO,B00007EDZG,5.0,http://ecx.images-amazon.com/images/I/31%2BZC01Ff-L._SX300_.jpg,Nikon ML-L3 Wireless Remote Control
A1ODOGXEYECQQ8,B00007FGU7,5.0,http://ecx.images-amazon.com/images/I/418IzsgO05L._SY300_.jpg,C2G / Cables to Go 13787 6 feet 3.5 mm Male/Female Stereo Audio Extension Cable  Black
A4WEZJOIZIV4U,B00007GQLU,5.0,http://ecx.images-amazon.com/images/I/41XQYPKEBEL._SX300_.jpg,Canon EF 85mm f/1.8 USM Medium Telephoto Lens for Canon SLR Cameras
A2AY4YUOX2N1BQ,B00007GQLU,4.0,http://ecx.images-amazon.com/images/I/41XQYPKEBEL._SX300_.jpg,Canon EF 85mm f/1.8 USM Medium Telephoto Lens for Canon SLR Cameras
A25C2M3QF9G7OQ,B00007GQLU,5.0,http://ecx.images-amazon.com/images/I/41XQYPKEBEL._SX300_.jpg,Canon EF 85mm f/1.8 USM Medium Telephoto Lens for Canon SLR Cameras
A3OA4DV4L81N1D,B00007GQLU,5.0,http://ecx.images-amazon.com/images/I/41XQYPKEBEL._SX300_.jpg,Canon EF 85mm f/1.8 USM Medium Telephoto Lens for Canon SLR Cameras
A1T1YSCDW0PD25,B00007IFED,5.0,http://ecx.images-amazon.com/images/I/3182pFNNCRL._SX300_.jpg,"TRENDnet USB 2.0 to 10/100 Fast Ethernet LAN Wired Network Adapter for Macbook, Chromebook, Windows 8.1 and Earlier, Wii, Wii U, Linux, and Specific Android Tablets, ASIX AX88772A Chipset, TU2-ET100"
A3EXWV8FNSSFL6,B00007IFED,5.0,http://ecx.images-amazon.com/images/I/3182pFNNCRL._SX300_.jpg,"TRENDnet USB 2.0 to 10/100 Fast Ethernet LAN Wired Network Adapter for Macbook, Chromebook, Windows 8.1 and Earlier, Wii, Wii U, Linux, and Specific Android Tablets, ASIX AX88772A Chipset, TU2-ET100"
ARBKYIVNYWK3C,B00007IFED,5.0,http://ecx.images-amazon.com/images/I/3182pFNNCRL._SX300_.jpg,"TRENDnet USB 2.0 to 10/100 Fast Ethernet LAN Wired Network Adapter for Macbook, Chromebook, Windows 8.1 and Earlier, Wii, Wii U, Linux, and Specific Android Tablets, ASIX AX88772A Chipset, TU2-ET100"
A4WEZJOIZIV4U,B00007KDVI,5.0,http://ecx.images-amazon.com/images/I/41upv4G42UL._SY300_.jpg,Linksys WRT54G Wireless-G Router
A20DZX38KRBIT8,B00007KDVI,1.0,http://ecx.images-amazon.com/images/I/41upv4G42UL._SY300_.jpg,Linksys WRT54G Wireless-G Router
AT6CZDCP4TRGA,B00007KDVI,1.0,http://ecx.images-amazon.com/images/I/41upv4G42UL._SY300_.jpg,Linksys WRT54G Wireless-G Router
AVPNQUVZWMDSX,B00007KDVI,4.0,http://ecx.images-amazon.com/images/I/41upv4G42UL._SY300_.jpg,Linksys WRT54G Wireless-G Router
AWPODHOB4GFWL,B00007KDVI,3.0,http://ecx.images-amazon.com/images/I/41upv4G42UL._SY300_.jpg,Linksys WRT54G Wireless-G Router
A2NYK9KWFMJV4Y,B00007KDVI,3.0,http://ecx.images-amazon.com/images/I/41upv4G42UL._SY300_.jpg,Linksys WRT54G Wireless-G Router
A231WM2Z2JL0U3,B00007KDVI,5.0,http://ecx.images-amazon.com/images/I/41upv4G42UL._SY300_.jpg,Linksys WRT54G Wireless-G Router
A1T1YSCDW0PD25,B000089GN3,5.0,http://ecx.images-amazon.com/images/I/41BTCNXNJHL._SY300_.jpg,Sennheiser PX 100 Lightweight Collapsible Headphones (Discontinued by Manufacturer)
A6FIAB28IS79,B000089GN3,5.0,http://ecx.images-amazon.com/images/I/41BTCNXNJHL._SY300_.jpg,Sennheiser PX 100 Lightweight Collapsible Headphones (Discontinued by Manufacturer)
A1T1YSCDW0PD25,B00008AWKZ,5.0,http://ecx.images-amazon.com/images/I/41uvRAs-MLL._SX300_.jpg,"TRENDnet 56K External Data, Fax and TAM Modem, TFM-560X"
A31N0XY2UTB25C,B00008AWKZ,5.0,http://ecx.images-amazon.com/images/I/41uvRAs-MLL._SX300_.jpg,"TRENDnet 56K External Data, Fax and TAM Modem, TFM-560X"
A6FIAB28IS79,B00008NJEP,3.0,http://ecx.images-amazon.com/images/I/31h3CwkP1WL._SY300_.jpg,Audiovox Terk FM Only Stereo Antenna
A231WM2Z2JL0U3,B00008OE5G,5.0,http://ecx.images-amazon.com/images/I/514FX44S2DL._SX300_.jpg,Canon PowerShot A70 3.2MP Digital Camera w/ 3x Optical Zoom
A5JLAU2ARJ0BO,B00008OE6I,5.0,http://ecx.images-amazon.com/images/I/41Q7YRRD7TL._SX300_.jpg,Canon PowerShot S400 4MP Digital Camera w/ 3x Optical Zoom
A231WM2Z2JL0U3,B00008OE6I,4.0,http://ecx.images-amazon.com/images/I/41Q7YRRD7TL._SX300_.jpg,Canon PowerShot S400 4MP Digital Camera w/ 3x Optical Zoom
A1F9Z42CFF9IAY,B00008OE6I,4.0,http://ecx.images-amazon.com/images/I/41Q7YRRD7TL._SX300_.jpg,Canon PowerShot S400 4MP Digital Camera w/ 3x Optical Zoom
AVPNQUVZWMDSX,B00008SCFL,4.0,http://ecx.images-amazon.com/images/I/316aUZ4HFPL._SY300_.jpg,Netgear WGR614 Wireless-G Router
A3OXHLG6DIBRW8,B00008VF63,4.0,http://ecx.images-amazon.com/images/I/41G2DJJ1F8L._SY300_.jpg,Sony MDR-E828LP Fontopia Earbuds with Winding Case (Discontinued by Manufacturer)
A3OXHLG6DIBRW8,B00008Y0VN,5.0,http://ecx.images-amazon.com/images/I/41ADnGTqmeL._SY300_.jpg,Celestron SkyMaster Giant 15x70 Binoculars with Tripod Adapter
